tracepoint,event_type,event_id,core_ts_us,ipc_worker_ts_us,ipc_latency_us,params
utxocache:add,utxocache_add,8bf95f74091a56ea1bc2088a3e9e4e22acaff4f048e8f5dfa4a49842af7302df:0,237074018968,160693700643,-76380318325,"{""type"":""utxocache_add"",""txid"":""8bf95f74091a56ea1bc2088a3e9e4e22acaff4f048e8f5dfa4a49842af7302df"",""vout"":0,""height"":19,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074018968}"
utxocache:add,utxocache_add,8bf95f74091a56ea1bc2088a3e9e4e22acaff4f048e8f5dfa4a49842af7302df:0,237074019057,160693700752,-76380318305,"{""type"":""utxocache_add"",""txid"":""8bf95f74091a56ea1bc2088a3e9e4e22acaff4f048e8f5dfa4a49842af7302df"",""vout"":0,""height"":19,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074019057}"
validation:block_connected,block_connected,23c85aacad33fb39efb13b7c0b19d6162e400ddecc5e4924568fff8aac7d6766,237074020940,160693702644,-76380318296,"{""type"":""block_connected"",""hash"":""23c85aacad33fb39efb13b7c0b19d6162e400ddecc5e4924568fff8aac7d6766"",""height"":19,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":1883875,""timestamp_us"":237074020940}"
(internal BlockChecked),block_validated,23c85aacad33fb39efb13b7c0b19d6162e400ddecc5e4924568fff8aac7d6766,237074020944,160693702696,-76380318248,"{""type"":""block_validated"",""hash"":""23c85aacad33fb39efb13b7c0b19d6162e400ddecc5e4924568fff8aac7d6766"",""height"":-1,""tx_count"":1,""received_us"":237074020944,""validated_us"":237074020944,""accepted"":true}"
utxocache:add,utxocache_add,fb9904fc6fec9d4f77226e73675ea4b2654d651993c454e4b75427bebc8400c2:0,237074021152,160693702833,-76380318319,"{""type"":""utxocache_add"",""txid"":""fb9904fc6fec9d4f77226e73675ea4b2654d651993c454e4b75427bebc8400c2"",""vout"":0,""height"":20,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074021152}"
utxocache:add,utxocache_add,fb9904fc6fec9d4f77226e73675ea4b2654d651993c454e4b75427bebc8400c2:0,237074021246,160693702933,-76380318313,"{""type"":""utxocache_add"",""txid"":""fb9904fc6fec9d4f77226e73675ea4b2654d651993c454e4b75427bebc8400c2"",""vout"":0,""height"":20,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074021246}"
validation:block_connected,block_connected,5fa5f7271a533da4b39b8583d46c422d48d769720fa1b8d41c8d99215b4d8dd8,237074021314,160693703022,-76380318292,"{""type"":""block_connected"",""hash"":""5fa5f7271a533da4b39b8583d46c422d48d769720fa1b8d41c8d99215b4d8dd8"",""height"":20,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":69375,""timestamp_us"":237074021314}"
(internal BlockChecked),block_validated,5fa5f7271a533da4b39b8583d46c422d48d769720fa1b8d41c8d99215b4d8dd8,237074021316,160693703042,-76380318274,"{""type"":""block_validated"",""hash"":""5fa5f7271a533da4b39b8583d46c422d48d769720fa1b8d41c8d99215b4d8dd8"",""height"":-1,""tx_count"":1,""received_us"":237074021316,""validated_us"":237074021316,""accepted"":true}"
utxocache:add,utxocache_add,80673d914a5960bf79663f8fdcbccb3e5f069dfdf6e3662ffa2e97a3c4b6d443:0,237074022282,160693703968,-76380318314,"{""type"":""utxocache_add"",""txid"":""80673d914a5960bf79663f8fdcbccb3e5f069dfdf6e3662ffa2e97a3c4b6d443"",""vout"":0,""height"":21,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074022282}"
utxocache:add,utxocache_add,80673d914a5960bf79663f8fdcbccb3e5f069dfdf6e3662ffa2e97a3c4b6d443:0,237074240965,160693922712,-76380318253,"{""type"":""utxocache_add"",""txid"":""80673d914a5960bf79663f8fdcbccb3e5f069dfdf6e3662ffa2e97a3c4b6d443"",""vout"":0,""height"":21,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074240965}"
validation:block_connected,block_connected,2087e4d6f0e850c4b1d7bebafd44de1149585e6f068990d4ea79cdec895c9930,237074241172,160693922898,-76380318274,"{""type"":""block_connected"",""hash"":""2087e4d6f0e850c4b1d7bebafd44de1149585e6f068990d4ea79cdec895c9930"",""height"":21,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":216916,""timestamp_us"":237074241172}"
(internal BlockChecked),block_validated,2087e4d6f0e850c4b1d7bebafd44de1149585e6f068990d4ea79cdec895c9930,237074241176,160693922955,-76380318221,"{""type"":""block_validated"",""hash"":""2087e4d6f0e850c4b1d7bebafd44de1149585e6f068990d4ea79cdec895c9930"",""height"":-1,""tx_count"":1,""received_us"":237074241176,""validated_us"":237074241176,""accepted"":true}"
utxocache:add,utxocache_add,857b8ec8a8800c765a1430701d12671c944474464f7463c31bedd745c99832f6:0,237074241427,160693923113,-76380318314,"{""type"":""utxocache_add"",""txid"":""857b8ec8a8800c765a1430701d12671c944474464f7463c31bedd745c99832f6"",""vout"":0,""height"":22,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074241427}"
utxocache:add,utxocache_add,857b8ec8a8800c765a1430701d12671c944474464f7463c31bedd745c99832f6:0,237074241591,160693923278,-76380318313,"{""type"":""utxocache_add"",""txid"":""857b8ec8a8800c765a1430701d12671c944474464f7463c31bedd745c99832f6"",""vout"":0,""height"":22,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074241591}"
validation:block_connected,block_connected,5daa27e9356feb69596eec22a0ad50c71614a78106c3a821196a482045ab0fa5,237074241682,160693923367,-76380318315,"{""type"":""block_connected"",""hash"":""5daa27e9356feb69596eec22a0ad50c71614a78106c3a821196a482045ab0fa5"",""height"":22,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":93375,""timestamp_us"":237074241682}"
(internal BlockChecked),block_validated,5daa27e9356feb69596eec22a0ad50c71614a78106c3a821196a482045ab0fa5,237074241685,160693923395,-76380318290,"{""type"":""block_validated"",""hash"":""5daa27e9356feb69596eec22a0ad50c71614a78106c3a821196a482045ab0fa5"",""height"":-1,""tx_count"":1,""received_us"":237074241685,""validated_us"":237074241685,""accepted"":true}"
utxocache:add,utxocache_add,2abb18d2658d3915afb571a6ef720fe7d86fd7b9d1bf268a2f89021e211c19be:0,237074241800,160693923482,-76380318318,"{""type"":""utxocache_add"",""txid"":""2abb18d2658d3915afb571a6ef720fe7d86fd7b9d1bf268a2f89021e211c19be"",""vout"":0,""height"":23,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074241800}"
utxocache:add,utxocache_add,2abb18d2658d3915afb571a6ef720fe7d86fd7b9d1bf268a2f89021e211c19be:0,237074241910,160693923604,-76380318306,"{""type"":""utxocache_add"",""txid"":""2abb18d2658d3915afb571a6ef720fe7d86fd7b9d1bf268a2f89021e211c19be"",""vout"":0,""height"":23,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074241910}"
validation:block_connected,block_connected,76198a5065977bf0efd4aa6d775e7383dc728b6d20c4c45a5cef79617892d1ed,237074241995,160693923707,-76380318288,"{""type"":""block_connected"",""hash"":""76198a5065977bf0efd4aa6d775e7383dc728b6d20c4c45a5cef79617892d1ed"",""height"":23,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":87125,""timestamp_us"":237074241995}"
(internal BlockChecked),block_validated,76198a5065977bf0efd4aa6d775e7383dc728b6d20c4c45a5cef79617892d1ed,237074242002,160693923766,-76380318236,"{""type"":""block_validated"",""hash"":""76198a5065977bf0efd4aa6d775e7383dc728b6d20c4c45a5cef79617892d1ed"",""height"":-1,""tx_count"":1,""received_us"":237074242002,""validated_us"":237074242002,""accepted"":true}"
utxocache:add,utxocache_add,123e2bf5e5be038e26aa7ee36034f0c18d8b22dfda2029127590e02092da6111:0,237074242367,160693924050,-76380318317,"{""type"":""utxocache_add"",""txid"":""123e2bf5e5be038e26aa7ee36034f0c18d8b22dfda2029127590e02092da6111"",""vout"":0,""height"":24,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074242367}"
utxocache:add,utxocache_add,123e2bf5e5be038e26aa7ee36034f0c18d8b22dfda2029127590e02092da6111:0,237074242476,160693924157,-76380318319,"{""type"":""utxocache_add"",""txid"":""123e2bf5e5be038e26aa7ee36034f0c18d8b22dfda2029127590e02092da6111"",""vout"":0,""height"":24,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074242476}"
validation:block_connected,block_connected,623c6b21469cbe44aabeb2f97a66e291d3741a1a20295b984f1aaaadf19258ff,237074242559,160693924250,-76380318309,"{""type"":""block_connected"",""hash"":""623c6b21469cbe44aabeb2f97a66e291d3741a1a20295b984f1aaaadf19258ff"",""height"":24,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":85458,""timestamp_us"":237074242559}"
(internal BlockChecked),block_validated,623c6b21469cbe44aabeb2f97a66e291d3741a1a20295b984f1aaaadf19258ff,237074242563,160693924278,-76380318285,"{""type"":""block_validated"",""hash"":""623c6b21469cbe44aabeb2f97a66e291d3741a1a20295b984f1aaaadf19258ff"",""height"":-1,""tx_count"":1,""received_us"":237074242563,""validated_us"":237074242563,""accepted"":true}"
utxocache:add,utxocache_add,3592ae81a5a53167dc4672b0f3668a91aad389de6e7f687ae12474c95f973d73:0,237074242659,160693924342,-76380318317,"{""type"":""utxocache_add"",""txid"":""3592ae81a5a53167dc4672b0f3668a91aad389de6e7f687ae12474c95f973d73"",""vout"":0,""height"":25,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074242659}"
utxocache:add,utxocache_add,3592ae81a5a53167dc4672b0f3668a91aad389de6e7f687ae12474c95f973d73:0,237074242761,160693924445,-76380318316,"{""type"":""utxocache_add"",""txid"":""3592ae81a5a53167dc4672b0f3668a91aad389de6e7f687ae12474c95f973d73"",""vout"":0,""height"":25,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074242761}"
validation:block_connected,block_connected,51b1483de3228d69955a523d9d5d6ae10580b1185b0b54012283dd4569d553a3,237074245261,160693927053,-76380318208,"{""type"":""block_connected"",""hash"":""51b1483de3228d69955a523d9d5d6ae10580b1185b0b54012283dd4569d553a3"",""height"":25,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":2501459,""timestamp_us"":237074245261}"
(internal BlockChecked),block_validated,51b1483de3228d69955a523d9d5d6ae10580b1185b0b54012283dd4569d553a3,237074245270,160693927098,-76380318172,"{""type"":""block_validated"",""hash"":""51b1483de3228d69955a523d9d5d6ae10580b1185b0b54012283dd4569d553a3"",""height"":-1,""tx_count"":1,""received_us"":237074245270,""validated_us"":237074245270,""accepted"":true}"
utxocache:add,utxocache_add,c49a5b7b7bb9ee2f38b6cc4a5febb3b97a0d36f872b7ba5977859e2eb59f964a:0,237074245567,160693927268,-76380318299,"{""type"":""utxocache_add"",""txid"":""c49a5b7b7bb9ee2f38b6cc4a5febb3b97a0d36f872b7ba5977859e2eb59f964a"",""vout"":0,""height"":26,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074245567}"
utxocache:add,utxocache_add,c49a5b7b7bb9ee2f38b6cc4a5febb3b97a0d36f872b7ba5977859e2eb59f964a:0,237074477937,160694159731,-76380318206,"{""type"":""utxocache_add"",""txid"":""c49a5b7b7bb9ee2f38b6cc4a5febb3b97a0d36f872b7ba5977859e2eb59f964a"",""vout"":0,""height"":26,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074477937}"
validation:block_connected,block_connected,41771a4596b50b67605b734eea5bb1184e1f4f7526592630af908131208da869,237074478362,160694160138,-76380318224,"{""type"":""block_connected"",""hash"":""41771a4596b50b67605b734eea5bb1184e1f4f7526592630af908131208da869"",""height"":26,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":426791,""timestamp_us"":237074478362}"
(internal BlockChecked),block_validated,41771a4596b50b67605b734eea5bb1184e1f4f7526592630af908131208da869,237074478367,160694160209,-76380318158,"{""type"":""block_validated"",""hash"":""41771a4596b50b67605b734eea5bb1184e1f4f7526592630af908131208da869"",""height"":-1,""tx_count"":1,""received_us"":237074478367,""validated_us"":237074478367,""accepted"":true}"
utxocache:add,utxocache_add,d80dc033387f249a38e0ac0576d08cb33f51e85b78ddad322ef5fd47128a631c:0,237074478702,160694160452,-76380318250,"{""type"":""utxocache_add"",""txid"":""d80dc033387f249a38e0ac0576d08cb33f51e85b78ddad322ef5fd47128a631c"",""vout"":0,""height"":27,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074478702}"
utxocache:add,utxocache_add,d80dc033387f249a38e0ac0576d08cb33f51e85b78ddad322ef5fd47128a631c:0,237074478962,160694160652,-76380318310,"{""type"":""utxocache_add"",""txid"":""d80dc033387f249a38e0ac0576d08cb33f51e85b78ddad322ef5fd47128a631c"",""vout"":0,""height"":27,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074478962}"
validation:block_connected,block_connected,6600787876be98bedd5cd434b8565fde8ecac5cf2dee664b40de1666b9669506,237074479073,160694160787,-76380318286,"{""type"":""block_connected"",""hash"":""6600787876be98bedd5cd434b8565fde8ecac5cf2dee664b40de1666b9669506"",""height"":27,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":116583,""timestamp_us"":237074479073}"
(internal BlockChecked),block_validated,6600787876be98bedd5cd434b8565fde8ecac5cf2dee664b40de1666b9669506,237074479077,160694160833,-76380318244,"{""type"":""block_validated"",""hash"":""6600787876be98bedd5cd434b8565fde8ecac5cf2dee664b40de1666b9669506"",""height"":-1,""tx_count"":1,""received_us"":237074479077,""validated_us"":237074479077,""accepted"":true}"
utxocache:add,utxocache_add,8eda183ab6b105b97d229052929d0bc799a99f80209c01f4a1e047ab9ca944f1:0,237074479228,160694160926,-76380318302,"{""type"":""utxocache_add"",""txid"":""8eda183ab6b105b97d229052929d0bc799a99f80209c01f4a1e047ab9ca944f1"",""vout"":0,""height"":28,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074479228}"
utxocache:add,utxocache_add,8eda183ab6b105b97d229052929d0bc799a99f80209c01f4a1e047ab9ca944f1:0,237074479342,160694161026,-76380318316,"{""type"":""utxocache_add"",""txid"":""8eda183ab6b105b97d229052929d0bc799a99f80209c01f4a1e047ab9ca944f1"",""vout"":0,""height"":28,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074479342}"
validation:block_connected,block_connected,5715e274eeb02f93b7f8d19f8e1d4c1c022417113b6515100cbd6b50d2b0d3fa,237074479409,160694161109,-76380318300,"{""type"":""block_connected"",""hash"":""5715e274eeb02f93b7f8d19f8e1d4c1c022417113b6515100cbd6b50d2b0d3fa"",""height"":28,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":68750,""timestamp_us"":237074479409}"
(internal BlockChecked),block_validated,5715e274eeb02f93b7f8d19f8e1d4c1c022417113b6515100cbd6b50d2b0d3fa,237074479411,160694161140,-76380318271,"{""type"":""block_validated"",""hash"":""5715e274eeb02f93b7f8d19f8e1d4c1c022417113b6515100cbd6b50d2b0d3fa"",""height"":-1,""tx_count"":1,""received_us"":237074479411,""validated_us"":237074479411,""accepted"":true}"
utxocache:add,utxocache_add,7c2505344a9e67f1c26101455f93dcc0e136700b517d3641fba11f6bda459937:0,237074479581,160694161270,-76380318311,"{""type"":""utxocache_add"",""txid"":""7c2505344a9e67f1c26101455f93dcc0e136700b517d3641fba11f6bda459937"",""vout"":0,""height"":29,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074479581}"
utxocache:add,utxocache_add,7c2505344a9e67f1c26101455f93dcc0e136700b517d3641fba11f6bda459937:0,237074479811,160694161510,-76380318301,"{""type"":""utxocache_add"",""txid"":""7c2505344a9e67f1c26101455f93dcc0e136700b517d3641fba11f6bda459937"",""vout"":0,""height"":29,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074479811}"
validation:block_connected,block_connected,74d2f47233121b071a188b376562b7c0e4afac423c16037ad617fb8cece1ec68,237074479892,160694161577,-76380318315,"{""type"":""block_connected"",""hash"":""74d2f47233121b071a188b376562b7c0e4afac423c16037ad617fb8cece1ec68"",""height"":29,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":84958,""timestamp_us"":237074479892}"
(internal BlockChecked),block_validated,74d2f47233121b071a188b376562b7c0e4afac423c16037ad617fb8cece1ec68,237074479895,160694161597,-76380318298,"{""type"":""block_validated"",""hash"":""74d2f47233121b071a188b376562b7c0e4afac423c16037ad617fb8cece1ec68"",""height"":-1,""tx_count"":1,""received_us"":237074479895,""validated_us"":237074479895,""accepted"":true}"
utxocache:add,utxocache_add,41f8539e71b4712744b484244f31d3bf57097a1b494ef9509513ce2729116848:0,237074480002,160694161691,-76380318311,"{""type"":""utxocache_add"",""txid"":""41f8539e71b4712744b484244f31d3bf57097a1b494ef9509513ce2729116848"",""vout"":0,""height"":30,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074480002}"
utxocache:add,utxocache_add,41f8539e71b4712744b484244f31d3bf57097a1b494ef9509513ce2729116848:0,237074480095,160694161778,-76380318317,"{""type"":""utxocache_add"",""txid"":""41f8539e71b4712744b484244f31d3bf57097a1b494ef9509513ce2729116848"",""vout"":0,""height"":30,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074480095}"
validation:block_connected,block_connected,506d81877e24e54845ee03f8a89cfe34315830c076a61bde7a1e6c680bc085a2,237074480259,160694161940,-76380318319,"{""type"":""block_connected"",""hash"":""506d81877e24e54845ee03f8a89cfe34315830c076a61bde7a1e6c680bc085a2"",""height"":30,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":166458,""timestamp_us"":237074480259}"
(internal BlockChecked),block_validated,506d81877e24e54845ee03f8a89cfe34315830c076a61bde7a1e6c680bc085a2,237074480262,160694161973,-76380318289,"{""type"":""block_validated"",""hash"":""506d81877e24e54845ee03f8a89cfe34315830c076a61bde7a1e6c680bc085a2"",""height"":-1,""tx_count"":1,""received_us"":237074480262,""validated_us"":237074480262,""accepted"":true}"
utxocache:add,utxocache_add,f86c01db63c2dc02df6cd544eed390c099de42cde2520ea89dc2061151beeaac:0,237074480346,160694162022,-76380318324,"{""type"":""utxocache_add"",""txid"":""f86c01db63c2dc02df6cd544eed390c099de42cde2520ea89dc2061151beeaac"",""vout"":0,""height"":31,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074480346}"
utxocache:add,utxocache_add,f86c01db63c2dc02df6cd544eed390c099de42cde2520ea89dc2061151beeaac:0,237074744982,160694426763,-76380318219,"{""type"":""utxocache_add"",""txid"":""f86c01db63c2dc02df6cd544eed390c099de42cde2520ea89dc2061151beeaac"",""vout"":0,""height"":31,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074744982}"
validation:block_connected,block_connected,40e676d9b5f7c38619cb048b378c09bedddfe00e789eb592ca8be8e65c8627e5,237074745365,160694427132,-76380318233,"{""type"":""block_connected"",""hash"":""40e676d9b5f7c38619cb048b378c09bedddfe00e789eb592ca8be8e65c8627e5"",""height"":31,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":434625,""timestamp_us"":237074745365}"
utxocache:add,utxocache_add,da682e4d2d646d18fe441af42347ba31721c4613e93b8ac1024f52c5056ce9ef:0,237074745641,160694427355,-76380318286,"{""type"":""utxocache_add"",""txid"":""da682e4d2d646d18fe441af42347ba31721c4613e93b8ac1024f52c5056ce9ef"",""vout"":0,""height"":32,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074745641}"
utxocache:add,utxocache_add,da682e4d2d646d18fe441af42347ba31721c4613e93b8ac1024f52c5056ce9ef:0,237074745889,160694427656,-76380318233,"{""type"":""utxocache_add"",""txid"":""da682e4d2d646d18fe441af42347ba31721c4613e93b8ac1024f52c5056ce9ef"",""vout"":0,""height"":32,""value"":5000000000,""is_coinbase"":true,""timestamp_us"":237074745889}"
validation:block_connected,block_connected,18178bd97c69b2e79fd15c8d93148fe50c4a5dfe7a5037ce819eb3823a0a3d1a,237074746104,160694427846,-76380318258,"{""type"":""block_connected"",""hash"":""18178bd97c69b2e79fd15c8d93148fe50c4a5dfe7a5037ce819eb3823a0a3d1a"",""height"":32,""tx_count"":1,""inputs_count"":1,""sigops_cost"":0,""duration_ns"":241500,""timestamp_us"":237074746104}"
